pair,label,prop-specific
"('used_in_cooking', 'penknife')",neg,
"('used_in_cooking', 'bur')",neg,0.20962393283843994
"('used_in_cooking', 'trowel')",neg,
"('used_in_cooking', 'scraper')",neg,
"('used_in_cooking', 'clipper')",neg,
"('used_in_cooking', 'plough')",neg,
"('used_in_cooking', 'gutter')",neg,
"('used_in_cooking', 'gavel')",neg,
"('used_in_cooking', 'planer')",neg,
"('juicy', 'mulberry')",pos,
"('juicy', 'asparagus')",pos,
"('juicy', 'clementine')",pos,
"('juicy', 'wintergreen')",pos,
"('juicy', 'blackberry')",pos,
"('juicy', 'okra')",pos,
"('juicy', 'lemon')",pos,
"('juicy', 'vegetable')",pos,
"('juicy', 'morello')",pos,
"('juicy', 'pumpkin')",pos,
"('juicy', 'cucumber')",pos,
"('juicy', 'currant')",pos,
"('juicy', 'scallop')",pos,
"('juicy', 'crab')",pos,
"('juicy', 'satsuma')",pos,
"('juicy', 'pawpaw')",pos,
"('juicy', 'pineapple')",pos,
"('juicy', 'salad')",pos,
"('juicy', 'berry')",pos,
"('juicy', 'ginger')",pos,
"('juicy', 'maraschino')",pos,
"('juicy', 'calabash')",pos,
"('juicy', 'cantaloupe')",pos,
"('juicy', 'bean')",pos,
"('juicy', 'papaya')",pos,
"('juicy', 'apricot')",pos,
"('juicy', 'date')",pos,
"('juicy', 'mango')",pos,
"('juicy', 'tomato')",pos,
"('juicy', 'tamarind')",pos,
"('juicy', 'blueberry')",pos,
"('juicy', 'grape')",pos,
"('juicy', 'bacon')",pos,
"('juicy', 'ham')",pos,
"('juicy', 'elderberry')",pos,
"('juicy', 'juice')",pos,
"('juicy', 'sultana')",pos,
"('juicy', 'pear')",pos,
"('juicy', 'fruit')",pos,
"('juicy', 'grapefruit')",pos,
"('juicy', 'honeydew')",pos,
"('juicy', 'shallot')",pos,
"('juicy', 'onion')",pos,
"('juicy', 'citron')",pos,
"('juicy', 'candy')",pos,
"('juicy', 'sardine')",pos,
"('juicy', 'mangold')",pos,
"('juicy', 'lime')",pos,
"('juicy', 'lobster')",pos,
"('juicy', 'corn')",pos,
"('juicy', 'cob')",pos,
"('juicy', 'doughnut')",pos,
"('juicy', 'marang')",pos,
"('juicy', 'steak')",pos,
"('juicy', 'squash')",pos,
"('juicy', 'meat')",pos,
"('juicy', 'muscat')",pos,
"('juicy', 'beet')",pos,
"('juicy', 'tamarindo')",pos,
"('juicy', 'cayenne')",pos,
"('juicy', 'apple')",pos,
"('juicy', 'veg')",pos,
"('juicy', 'sorbet')",pos,
"('juicy', 'mangosteen')",pos,
"('juicy', 'anjou')",pos,
"('juicy', 'orange')",pos,
"('juicy', 'rumor')",pos,
"('juicy', 'coconut')",pos,
"('juicy', 'raspberry')",pos,
"('juicy', 'watermelon')",pos,
"('juicy', 'chicken')",pos,
"('juicy', 'guava')",pos,
"('juicy', 'cranberry')",pos,
"('juicy', 'pork')",pos,
"('juicy', 'dessert')",pos,
"('juicy', 'aubergine')",pos,
"('juicy', 'burger')",pos,
"('juicy', 'pie')",pos,
"('juicy', 'gooseberry')",pos,
"('juicy', 'tangerine')",pos,
"('juicy', 'damson')",pos,
"('juicy', 'cherry')",pos,
"('juicy', 'olive')",pos,
"('juicy', 'melon')",pos,
"('juicy', 'chutney')",pos,
"('juicy', 'strawberry')",pos,
"('juicy', 'pomegranate')",pos,
"('juicy', 'mandarin')",pos,
"('juicy', 'peach')",pos,
"('juicy', 'kale')",neg,
"('juicy', 'cinnamon')",neg,
"('juicy', 'fennel')",neg,
"('juicy', 'bread')",neg,
"('juicy', 'potato')",neg,
"('juicy', 'jack')",neg,
"('juicy', 'mussel')",neg,
"('juicy', 'chile')",neg,
"('juicy', 'carrot')",neg,
"('juicy', 'windfall')",neg,
"('juicy', 'cereal')",neg,
"('juicy', 'flageolet')",neg,
"('juicy', 'pod')",neg,
"('juicy', 'cumin')",neg,
"('juicy', 'kail')",neg,
"('juicy', 'cashews')",neg,
"('juicy', 'cream')",neg,
"('juicy', 'truffle')",neg,
"('juicy', 'seed')",neg,
"('juicy', 'chickpea')",neg,
"('juicy', 'emperor')",neg,
"('juicy', 'cilantro')",neg,
"('juicy', 'goober')",neg,
"('juicy', 'flavor')",neg,
"('juicy', 'mustard')",neg,
"('juicy', 'peanut')",neg,
"('juicy', 'chocolate')",neg,
"('juicy', 'chip')",neg,
"('juicy', 'acorn')",neg,
"('juicy', 'oregano')",neg,
"('juicy', 'spike')",neg,
"('juicy', 'cauliflower')",neg,
"('juicy', 'artichoke')",neg,
"('juicy', 'rye')",neg,
"('juicy', 'pepperoni')",neg,
"('juicy', 'rice')",neg,
"('juicy', 'rhagoletis')",neg,
"('juicy', 'nut')",neg,
"('juicy', 'cabbage')",neg,
"('juicy', 'biscuit')",neg,
"('juicy', 'fenugreek')",neg,
"('juicy', 'barleycorn')",neg,
"('juicy', 'pistachio')",neg,
"('juicy', 'bulgur')",neg,
"('juicy', 'emotion')",neg,
"('juicy', 'filbert')",neg,
"('juicy', 'blackheart')",neg,
"('juicy', 'soy')",neg,
"('juicy', 'linseed')",neg,
"('juicy', 'hazelnut')",neg,
"('juicy', 'almond')",neg,
"('juicy', 'cake')",neg,
"('juicy', 'iceberg')",neg,
"('juicy', 'kernel')",neg,
"('juicy', 'grain')",neg,
"('juicy', 'cottonseed')",neg,
"('juicy', 'cookie')",neg,
"('juicy', 'garlic')",neg,
"('juicy', 'groundnut')",neg,
"('juicy', 'butter')",neg,
"('juicy', 'mast')",neg,
"('juicy', 'radish')",neg,
"('juicy', 'donut')",neg,
"('juicy', 'cheese')",neg,
"('green', 'asparagus')",pos,
"('green', 'lettuce')",pos,
"('green', 'emerald')",pos,
"('green', 'blackberry')",pos,
"('green', 'elm')",pos,
"('green', 'combretum')",pos,
"('green', 'stocking')",pos,
"('green', 'caterpillar')",pos,
"('green', 'bra')",pos,
"('green', 'vegetable')",pos,
"('green', 'dress')",pos,
"('green', 'shrub')",pos,
"('green', 'cucumber')",pos,
"('green', 'jeep')",pos,
"('green', 'tank')",pos,
"('green', 'crab')",pos,
"('green', 'pineapple')",pos,
"('green', 'salad')",pos,
"('green', 'berry')",pos,
"('green', 'avocado')",pos,
"('green', 'broccoli')",pos,
"('green', 'plantain')",pos,
"('green', 'eucalyptus')",pos,
"('green', 'moss')",pos,
"('green', 'paint')",pos,
"('green', 'weed')",pos,
"('green', 'oven')",pos,
"('green', 'jade')",pos,
"('green', 'frog')",pos,
"('green', 'eye')",pos,
"('green', 'leafs')",pos,
"('green', 'sycamore')",pos,
"('green', 'mango')",pos,
"('green', 'herb')",pos,
"('green', 'ink')",pos,
"('green', 'serviceberry')",pos,
"('green', 'iguana')",pos,
"('green', 'grape')",pos,
"('green', 'celery')",pos,
"('green', 'glass')",pos,
"('green', 'budgie')",pos,
"('green', 'maize')",pos,
"('green', 'agenda')",pos,
"('green', 'pear')",pos,
"('green', 'bottle')",pos,
"('green', 'fruit')",pos,
"('green', 'grapefruit')",pos,
"('green', 'parakeet')",pos,
"('green', 'radish')",pos,
"('green', 'toad')",pos,
"('green', 'willow')",pos,
"('green', 'dogwood')",pos,
"('green', 'lime')",pos,
"('green', 'gaultheria')",pos,
"('green', 'world')",pos,
"('green', 'fir')",pos,
"('green', 'recorder')",pos,
"('green', 'insect')",pos,
"('green', 'sauce')",pos,
"('green', 'seaweed')",pos,
"('green', 'rhubarb')",pos,
"('green', 'cricket')",pos,
"('green', 'apple')",pos,
"('green', 'crocodile')",pos,
"('green', 'oregano')",pos,
"('green', 'fern')",pos,
"('green', 'kingfisher')",pos,
"('green', 'banana')",pos,
"('green', 'coconut')",pos,
"('green', 'parka')",pos,
"('green', 'watermelon')",pos,
"('green', 'guava')",pos,
"('green', 'ring')",pos,
"('green', 'cilantro')",pos,
"('green', 'water')",pos,
"('green', 'bloodstone')",pos,
"('green', 'grass')",pos,
"('green', 'cabbage')",pos,
"('green', 'olive')",pos,
"('green', 'melon')",pos,
"('green', 'pepper')",pos,
"('green', 'limousine')",pos,
"('green', 'spinach')",pos,
"('green', 'lawn')",pos,
"('green', 'hose')",pos,
"('green', 'turtle')",pos,
"('green', 'chutney')",pos,
"('green', 'strawberry')",pos,
"('green', 'pine')",pos,
"('green', 'fenugreek')",pos,
"('green', 'tortoise')",pos,
"('green', 'argument')",neg,
"('green', 'chicken')",neg,
"('green', 'potato')",neg,
"('green', 'mushroom')",neg,
"('green', 'spider')",neg,
"('green', 'ketchup')",neg,
"('green', 'mussel')",neg,
"('green', 'raven')",neg,
"('green', 'nightmare')",neg,
"('green', 'carrot')",neg,
"('green', 'buzzard')",neg,
"('green', 'raccoon')",neg,
"('green', 'lion')",neg,
"('green', 'calf')",neg,
"('green', 'night')",neg,
"('green', 'dog')",neg,
"('green', 'herring')",neg,
"('green', 'aubergine')",neg,
"('green', 'jam')",neg,
"('green', 'corn')",neg,
"('green', 'wand')",neg,
"('green', 'flame')",neg,
"('green', 'tomato')",neg,
"('green', 'lavandula')",neg,
"('green', 'robin')",neg,
"('green', 'slug')",neg,
"('green', 'pumpkin')",neg,
"('green', 'pyramid')",neg,
"('green', 'brick')",neg,
"('green', 'cheese')",neg,
"('green', 'peanut')",neg,
"('green', 'blueberry')",neg,
"('green', 'debate')",neg,
"('green', 'problem')",neg,
"('green', 'squirrel')",neg,
"('green', 'cherry')",neg,
"('green', 'rice')",neg,
"('green', 'crow')",neg,
"('green', 'fox')",neg,
"('green', 'sun')",neg,
"('green', 'champagne')",neg,
"('green', 'shrimp')",neg,
"('green', 'beet')",neg,
"('green', 'buttercup')",neg,
"('green', 'housefly')",neg,
"('green', 'giraffe')",neg,
"('green', 'discussion')",neg,
"('green', 'leopard')",neg,
"('green', 'tongue')",neg,
"('green', 'human')",neg,
"('green', 'bulgur')",neg,
"('green', 'diamond')",neg,
"('green', 'jaguar')",neg,
"('green', 'tyre')",neg,
"('green', 'crypt')",neg,
"('green', 'cider')",neg,
"('green', 'galangal')",neg,
"('green', 'walnut')",neg,
"('green', 'whale')",neg,
"('green', 'wasp')",neg,
"('green', 'cassava')",neg,
"('green', 'garlic')",neg,
"('green', 'newspaper')",neg,
"('green', 'iceberg')",neg,
"('green', 'lark')",neg,
"('green', 'piano')",neg,
"('green', 'sand')",neg,
"('green', 'wine')",neg,
"('made_of_wood', 'truss')",pos,0.3800798863172531
"('made_of_wood', 'centerboard')",pos,0.2914631962776184
"('made_of_wood', 'pin')",pos,0.3782426357269287
"('made_of_wood', 'mop')",pos,0.42529740929603577
"('made_of_wood', 'flatcar')",pos,
"('made_of_wood', 'plunger')",pos,
"('made_of_wood', 'window')",pos,0.3806461930274964
"('made_of_wood', 'floorboard')",pos,
"('made_of_wood', 'mandrel')",pos,
"('made_of_wood', 'strake')",pos,
"('made_of_wood', 'ladle')",pos,0.42529740929603577
"('made_of_wood', 'headstock')",pos,0.38653422395388287
"('made_of_wood', 'ferrule')",pos,
"('made_of_wood', 'bow')",pos,0.38920053467154503
"('made_of_wood', 'rake')",pos,
"('made_of_wood', 'houseboat')",pos,
"('made_of_wood', 'boat')",pos,0.3623097019063102
"('made_of_wood', 'chock')",pos,0.42665326595306396
"('made_of_wood', 'kickstand')",pos,
"('made_of_wood', 'pencil')",pos,0.4359311328993904
"('made_of_wood', 'fence')",pos,0.3846779920988613
"('made_of_wood', 'rafter')",pos,0.3309001922607422
"('made_of_wood', 'ladder')",pos,0.42529740929603577
"('made_of_wood', 'railing')",pos,0.39871752687862944
"('made_of_wood', 'tray')",pos,0.3469136307636897
"('made_of_wood', 'clock')",pos,
"('made_of_wood', 'plywood')",pos,0.38467799292670357
"('made_of_wood', 'roof')",pos,0.4047885217836925
"('made_of_wood', 'shaft')",pos,0.3873519402174722
"('made_of_wood', 'cello')",pos,
"('made_of_wood', 'stool')",pos,0.4071708977222442
"('made_of_wood', 'soundbox')",pos,0.33858112096786497
"('made_of_wood', 'oar')",pos,0.5086266994476318
"('made_of_wood', 'toothpick')",pos,0.5086266994476318
"('made_of_wood', 'lath')",pos,0.4110092282295227
"('made_of_wood', 'violin')",pos,
"('made_of_wood', 'trave')",pos,
"('made_of_wood', 'flute')",pos,0.42529740929603577
"('made_of_wood', 'harp')",pos,0.2255312204360962
"('made_of_wood', 'spear')",pos,0.3816755960385005
"('made_of_wood', 'kayak')",pos,
"('made_of_wood', 'oak')",pos,0.404268216918267
"('made_of_wood', 'button')",pos,0.4614347219467163
"('made_of_wood', 'bedstead')",pos,0.42529740929603577
"('made_of_wood', 'club')",pos,0.4644425703419579
"('made_of_wood', 'bridge')",pos,0.39935239836100545
"('made_of_wood', 'puppet')",pos,
"('made_of_wood', 'arrow')",pos,0.3756954007915088
"('made_of_wood', 'girder')",pos,0.3424778878688812
"('made_of_wood', 'table')",pos,0.4304077956411574
"('made_of_wood', 'beam')",pos,0.3760102093219757
"('made_of_wood', 'paddle')",pos,
"('made_of_wood', 'bamboo')",pos,0.38500525293842197
"('made_of_wood', 'barrel')",pos,0.3654425160752402
"('made_of_wood', 'bass')",pos,
"('made_of_wood', 'joist')",pos,0.42761342227458954
"('made_of_wood', 'axe')",pos,0.41876610219478605
"('made_of_wood', 'fingerboard')",pos,0.35506676137447357
"('made_of_wood', 'footrest')",pos,
"('made_of_wood', 'drum')",pos,0.3368536308407784
"('made_of_wood', 'fir')",pos,0.3895575245103193
"('made_of_wood', 'armrest')",pos,
"('made_of_wood', 'hutch')",pos,0.49646681547164917
"('made_of_wood', 'lumber')",pos,0.3944370485842228
"('made_of_wood', 'rod')",pos,0.3547589192787806
"('made_of_wood', 'rudder')",pos,
"('made_of_wood', 'spade')",pos,0.42531673088669775
"('made_of_wood', 'weatherboard')",pos,0.4227943413787418
"('made_of_wood', 'chair')",pos,0.3580493777990341
"('made_of_wood', 'bookcase')",pos,0.358195960521698
"('made_of_wood', 'dowel')",pos,0.4008337050676346
"('made_of_wood', 'binnacle')",pos,
"('made_of_wood', 'plank')",pos,0.38598703859107836
"('made_of_wood', 'trestle')",pos,0.41590065757433575
"('made_of_wood', 'broom')",pos,0.39931413837605056
"('made_of_wood', 'spindle')",pos,
"('made_of_wood', 'gunwale')",pos,0.3760102093219757
"('made_of_wood', 'brush')",pos,0.39352495471636456
"('made_of_wood', 'clapboard')",pos,0.4347236931324005
"('made_of_wood', 'handrail')",pos,0.40603508409999667
"('made_of_wood', 'chamfer')",pos,0.4701450119415919
"('made_of_wood', 'centreboard')",pos,
"('made_of_wood', 'hardboard')",pos,0.5266014933586121
"('made_of_wood', 'corkscrew')",pos,0.2914631962776184
"('made_of_wood', 'deck')",pos,0.434512659907341
"('made_of_wood', 'wood')",pos,0.38467799265075614
"('made_of_wood', 'transom')",pos,0.5266014933586121
"('made_of_wood', 'stick')",pos,0.3678557091170833
"('made_of_wood', 'soffit')",pos,0.5128682851791382
"('made_of_wood', 'outrigger')",pos,0.42665326595306396
"('made_of_wood', 'fipple')",pos,
"('made_of_wood', 'timber')",pos,0.384677991271019
"('made_of_wood', 'peg')",pos,0.39866498491120717
"('made_of_wood', 'grommet')",pos,
"('made_of_wood', 'pine')",pos,0.3895575194841339
"('made_of_wood', 'plough')",pos,0.3297027846177419
"('made_of_wood', 'guitar')",pos,0.464439332485199
"('made_of_wood', 'board')",pos,0.5882453322410583
"('made_of_wood', 'gun')",neg,
"('made_of_wood', 'breechblock')",neg,
"('made_of_wood', 'windshield')",neg,
"('made_of_wood', 'scabbard')",neg,0.5086266994476318
"('made_of_wood', 'wheelbarrow')",neg,0.36749574210908675
"('made_of_wood', 'saw')",neg,0.20926231294870376
"('made_of_wood', 'rope')",neg,
"('made_of_wood', 'sword')",neg,0.10687386989593506
"('made_of_wood', 'date')",neg,
"('made_of_wood', 'wire')",neg,
"('made_of_wood', 'cymbal')",neg,
"('made_of_wood', 'strap')",neg,
"('made_of_wood', 'rock')",neg,0.21329402526219687
"('made_of_wood', 'bagpipe')",neg,
"('made_of_wood', 'noseband')",neg,
"('made_of_wood', 'trumpet')",neg,
"('made_of_wood', 'staysail')",neg,
"('made_of_wood', 'fuselage')",neg,0.40520097812016803
"('made_of_wood', 'blade')",neg,
"('made_of_wood', 'washtub')",neg,0.43237805366516113
"('made_of_wood', 'eyelet')",neg,
"('made_of_wood', 'rail')",neg,0.11753625298539798
"('made_of_wood', 'pulley')",neg,
"('made_of_wood', 'laptop')",neg,
"('made_of_wood', 'deal')",neg,
"('made_of_wood', 'knife')",neg,0.27168916364510853
"('made_of_wood', 'tappet')",neg,
"('made_of_wood', 'holster')",neg,
"('made_of_wood', 'turnbuckle')",neg,
"('made_of_wood', 'pintle')",neg,
"('made_of_wood', 'saxophone')",neg,
"('made_of_wood', 'screw')",neg,0.307501882314682
"('made_of_wood', 'pedal')",neg,
"('made_of_wood', 'anchor')",neg,
"('made_of_wood', 'chimney')",neg,0.5266014933586121
"('made_of_wood', 'cushion')",neg,
"('made_of_wood', 'pen')",neg,0.10666331648826599
"('made_of_wood', 'trowel')",neg,
"('made_of_wood', 'wheel')",neg,0.12669329543908436
"('made_of_wood', 'cannon')",neg,
"('made_of_wood', 'crosshead')",neg,
"('made_of_wood', 'steerer')",neg,
"('made_of_wood', 'carabiner')",neg,
"('blue', 'kingfisher')",pos,
"('blue', 'sky')",pos,
"('blue', 'moss')",pos,
"('blue', 'plumage')",pos,
"('blue', 'suit')",pos,
"('blue', 'fish')",pos,
"('blue', 'paint')",pos,
"('blue', 'balloon')",pos,
"('blue', 'mussel')",pos,
"('blue', 'lantern')",pos,
"('blue', 'bellflower')",pos,
"('blue', 'violet')",pos,
"('blue', 'frog')",pos,
"('blue', 'sandpaper')",pos,
"('blue', 'night')",pos,
"('blue', 'bra')",pos,
"('blue', 'eye')",pos,
"('blue', 'ring')",pos,
"('blue', 'feather')",pos,
"('blue', 'umbrella')",pos,
"('blue', 'blossom')",pos,
"('blue', 'wand')",pos,
"('blue', 'flame')",pos,
"('blue', 'dogbane')",pos,
"('blue', 'dress')",pos,
"('blue', 'parrot')",pos,
"('blue', 'recorder')",pos,
"('blue', 'flower')",pos,
"('blue', 'parrotfish')",pos,
"('blue', 'water')",pos,
"('blue', 'cheese')",pos,
"('blue', 'currant')",pos,
"('blue', 'lagoon')",pos,
"('blue', 'blueberry')",pos,
"('blue', 'bird')",pos,
"('blue', 'shark')",pos,
"('blue', 'gown')",pos,
"('blue', 'taxi')",pos,
"('blue', 'jeep')",pos,
"('blue', 'feeling')",pos,
"('blue', 'glass')",pos,
"('blue', 'insect')",pos,
"('blue', 'budgie')",pos,
"('blue', 'hose')",pos,
"('blue', 'car')",pos,
"('blue', 'clothing')",pos,
"('blue', 'starling')",pos,
"('blue', 'pot')",pos,
"('blue', 'orchid')",pos,
"('blue', 'cloak')",pos,
"('blue', 'peacock')",pos,
"('blue', 'boot')",pos,
"('blue', 'football')",pos,
"('blue', 'sapphire')",pos,
"('blue', 'parakeet')",pos,
"('blue', 'geranium')",pos,
"('blue', 'bus')",pos,
"('blue', 'iceberg')",pos,
"('blue', 'piano')",pos,
"('blue', 'scorpion')",pos,
"('blue', 'daffodil')",neg,
"('blue', 'bat')",neg,
"('blue', 'lettuce')",neg,
"('blue', 'cockroach')",neg,
"('blue', 'emerald')",neg,
"('blue', 'egg')",neg,
"('blue', 'elm')",neg,
"('blue', 'lion')",neg,
"('blue', 'lemon')",neg,
"('blue', 'caterpillar')",neg,
"('blue', 'raisin')",neg,
"('blue', 'millipede')",neg,
"('blue', 'rooster')",neg,
"('blue', 'truffle')",neg,
"('blue', 'robin')",neg,
"('blue', 'slug')",neg,
"('blue', 'cucumber')",neg,
"('blue', 'lizard')",neg,
"('blue', 'tank')",neg,
"('blue', 'crab')",neg,
"('blue', 'quail')",neg,
"('blue', 'salad')",neg,
"('blue', 'crypt')",neg,
"('blue', 'locust')",neg,
"('blue', 'crossbill')",neg,
"('blue', 'bear')",neg,
"('blue', 'skunk')",neg,
"('blue', 'avocado')",neg,
"('blue', 'goldfish')",neg,
"('blue', 'butter')",neg,
"('blue', 'frogfish')",neg,
"('blue', 'lark')",neg,
"('blue', 'broccoli')",neg,
"('blue', 'leopard')",neg,
"('blue', 'wine')",neg,
"('blue', 'hair')",neg,
"('blue', 'alligator')",neg,
"('blue', 'oven')",neg,
"('blue', 'tire')",neg,
"('blue', 'jade')",neg,
"('blue', 'sycamore')",neg,
"('blue', 'apricot')",neg,
"('blue', 'coal')",neg,
"('blue', 'chameleon')",neg,
"('blue', 'cheetah')",neg,
"('blue', 'snake')",neg,
"('blue', 'heart')",neg,
"('blue', 'squirrel')",neg,
"('blue', 'monkey')",neg,
"('blue', 'crow')",neg,
"('blue', 'tar')",neg,
"('blue', 'grapefruit')",neg,
"('blue', 'bee')",neg,
"('blue', 'cannon')",neg,
"('blue', 'barn')",neg,
"('blue', 'radish')",neg,
"('blue', 'marigold')",neg,
"('blue', 'onion')",neg,
"('blue', 'willow')",neg,
"('blue', 'dogwood')",neg,
"('blue', 'spider')",neg,
"('blue', 'ketchup')",neg,
"('blue', 'buzzard')",neg,
"('blue', 'calf')",neg,
"('blue', 'lime')",neg,
"('blue', 'jam')",neg,
"('blue', 'corn')",neg,
"('blue', 'fir')",neg,
"('blue', 'pyramid')",neg,
"('blue', 'zebra')",neg,
"('blue', 'gorilla')",neg,
"('blue', 'clarinet')",neg,
"('blue', 'problem')",neg,
"('blue', 'fox')",neg,
"('blue', 'beet')",neg,
"('blue', 'buttercup')",neg,
"('blue', 'giraffe')",neg,
"('blue', 'cricket')",neg,
"('blue', 'bushbaby')",neg,
"('blue', 'apple')",neg,
"('blue', 'wasp')",neg,
"('blue', 'crocodile')",neg,
"('blue', 'tarantula')",neg,
"('blue', 'blackboard')",neg,
"('blue', 'raven')",neg,
"('blue', 'daisy')",neg,
"('blue', 'dog')",neg,
"('blue', 'panther')",neg,
"('blue', 'aubergine')",neg,
"('blue', 'flea')",neg,
"('blue', 'flamingo')",neg,
"('blue', 'beetle')",neg,
"('blue', 'thought')",neg,
"('blue', 'beer')",neg,
"('blue', 'cherry')",neg,
"('blue', 'rice')",neg,
"('blue', 'cabbage')",neg,
"('blue', 'tongue')",neg,
"('blue', 'spinach')",neg,
"('blue', 'lawn')",neg,
"('blue', 'turtle')",neg,
"('blue', 'strawberry')",neg,
"('blue', 'dolphin')",neg,
"('blue', 'jaguar')",neg,
"('blue', 'beetroot')",neg,
"('blue', 'cider')",neg,
"('blue', 'peach')",neg,
"('blue', 'pit')",neg,
"('blue', 'tortoise')",neg,
"('yellow', 'daffodil')",pos,
"('yellow', 'banana')",pos,
"('yellow', 'paint')",pos,
"('yellow', 'lemonade')",pos,
"('yellow', 'daisy')",pos,
"('yellow', 'lemon')",pos,
"('yellow', 'lion')",pos,
"('yellow', 'sandpaper')",pos,
"('yellow', 'sunbeam')",pos,
"('yellow', 'corn')",pos,
"('yellow', 'pansy')",pos,
"('yellow', 'marigold')",pos,
"('yellow', 'flower')",pos,
"('yellow', 'pyramid')",pos,
"('yellow', 'beer')",pos,
"('yellow', 'dandelion')",pos,
"('yellow', 'mustard')",pos,
"('yellow', 'cheetah')",pos,
"('yellow', 'taxi')",pos,
"('yellow', 'sunflower')",pos,
"('yellow', 'budgie')",pos,
"('yellow', 'sun')",pos,
"('yellow', 'champagne')",pos,
"('yellow', 'yolk')",pos,
"('yellow', 'buttercup')",pos,
"('yellow', 'giraffe')",pos,
"('yellow', 'pineapple')",pos,
"('yellow', 'corncob')",pos,
"('yellow', 'orchid')",pos,
"('yellow', 'cider')",pos,
"('yellow', 'grapefruit')",pos,
"('yellow', 'peach')",pos,
"('yellow', 'locust')",pos,
"('yellow', 'bee')",pos,
"('yellow', 'apple')",pos,
"('yellow', 'wasp')",pos,
"('yellow', 'hornet')",pos,
"('yellow', 'goldfish')",pos,
"('yellow', 'butter')",pos,
"('yellow', 'plum')",pos,
"('yellow', 'bus')",pos,
"('yellow', 'cheese')",pos,
"('yellow', 'syrup')",neg,
"('yellow', 'emerald')",neg,
"('yellow', 'night')",neg,
"('yellow', 'millipede')",neg,
"('yellow', 'vegetable')",neg,
"('yellow', 'lavandula')",neg,
"('yellow', 'truffle')",neg,
"('yellow', 'milk')",neg,
"('yellow', 'chocolate')",neg,
"('yellow', 'tank')",neg,
"('yellow', 'sheep')",neg,
"('yellow', 'pawpaw')",neg,
"('yellow', 'pigweed')",neg,
"('yellow', 'salad')",neg,
"('yellow', 'berry')",neg,
"('yellow', 'skunk')",neg,
"('yellow', 'crassula')",neg,
"('yellow', 'eucalyptus')",neg,
"('yellow', 'alligator')",neg,
"('yellow', 'mamey')",neg,
"('yellow', 'oven')",neg,
"('yellow', 'tire')",neg,
"('yellow', 'jade')",neg,
"('yellow', 'frog')",neg,
"('yellow', 'bean')",neg,
"('yellow', 'cream')",neg,
"('yellow', 'tomato')",neg,
"('yellow', 'herb')",neg,
"('yellow', 'chameleon')",neg,
"('yellow', 'serviceberry')",neg,
"('yellow', 'lagoon')",neg,
"('yellow', 'platanthera')",neg,
"('yellow', 'grape')",neg,
"('yellow', 'cactus')",neg,
"('yellow', 'gherkin')",neg,
"('yellow', 'crow')",neg,
"('yellow', 'car')",neg,
"('yellow', 'pistachio')",neg,
"('yellow', 'jean')",neg,
"('yellow', 'bottle')",neg,
"('yellow', 'football')",neg,
"('yellow', 'walnut')",neg,
"('yellow', 'cannon')",neg,
"('yellow', 'radish')",neg,
"('yellow', 'huckleberry')",neg,
"('yellow', 'piano')",neg,
"('yellow', 'actinidia')",neg,
"('yellow', 'willow')",neg,
"('yellow', 'thundercloud')",neg,
"('yellow', 'carrot')",neg,
"('yellow', 'lemongrass')",neg,
"('yellow', 'calf')",neg,
"('yellow', 'lime')",neg,
"('yellow', 'herring')",neg,
"('yellow', 'lobster')",neg,
"('yellow', 'fir')",neg,
"('yellow', 'vanilla')",neg,
"('yellow', 'brick')",neg,
"('yellow', 'gorilla')",neg,
"('yellow', 'clarinet')",neg,
"('yellow', 'insect')",neg,
"('yellow', 'fox')",neg,
"('yellow', 'colocasia')",neg,
"('yellow', 'seaweed')",neg,
"('yellow', 'allspice')",neg,
"('yellow', 'cricket')",neg,
"('yellow', 'peacock')",neg,
"('yellow', 'miner')",neg,
"('yellow', 'kingfisher')",neg,
"('yellow', 'orange')",neg,
"('yellow', 'gentianella')",neg,
"('yellow', 'guava')",neg,
"('yellow', 'dog')",neg,
"('yellow', 'photinia')",neg,
"('yellow', 'aubergine')",neg,
"('yellow', 'water')",neg,
"('yellow', 'plumeria')",neg,
"('yellow', 'cherry')",neg,
"('yellow', 'echinocereus')",neg,
"('yellow', 'spinach')",neg,
"('yellow', 'human')",neg,
"('yellow', 'cloak')",neg,
"('yellow', 'boot')",neg,
"('yellow', 'garlic')",neg,
"('yellow', 'pecan')",neg,
"('roll', 'dowel')",pos,
"('roll', 'pipe')",pos,0.5674082636833191
"('roll', 'cloth')",pos,0.1930644934376081
"('roll', 'nozzle')",pos,0.3463152050971985
"('roll', 'cylinder')",pos,0.21624848991632462
"('roll', 'shaft')",pos,0.36028777007900536
"('roll', 'barrel')",pos,0.21310132394234338
"('roll', 'paint')",pos,0.29310131735271877
"('roll', 'spindle')",pos,0.2915172837674618
"('roll', 'washer')",pos,
"('roll', 'skateboard')",pos,0.3007445071661283
"('roll', 'footrest')",pos,0.1589471846818924
"('roll', 'tire')",pos,0.3332402528751464
"('roll', 'sprocket')",pos,0.4501940459012985
"('roll', 'hubcap')",pos,0.40374332169691723
"('roll', 'propeller')",pos,
"('roll', 'bucket')",pos,0.3269292771284069
"('roll', 'wheelbarrow')",pos,0.37729740142822266
"('roll', 'saw')",pos,0.1878120756397645
"('roll', 'mandrel')",pos,
"('roll', 'tub')",pos,0.22766573883829608
"('roll', 'ball')",pos,0.225771114975214
