context,n_pos,total_pos,n_neg,total_neg
spin,1,3,0,3
skipping,1,3,1,3
rhetoric,1,3,0,3
xenical,1,3,1,3
zoloft,1,3,0,3
weather,1,3,0,3
boot,1,3,0,3
competition,1,3,2,3
sharp,1,3,1,3
coverage,1,3,1,3
biggest,1,3,1,3
values,1,3,0,3
urgency,1,3,1,3
exceeded,1,3,1,3
skip,1,3,1,3
endured,1,3,1,3
exposures,1,3,1,3
unhealthy,1,3,0,3
seasonal,1,3,1,3
denial,1,3,1,3
tenth,1,3,0,3
substantial,1,3,1,3
romance,1,3,1,3
above,1,3,1,3
laughter,1,3,1,3
personal,1,3,1,3
fetus,1,3,0,3
yearly,1,3,0,3
tough,1,3,2,3
period,1,3,2,3
reactions,1,3,2,3
guidelines,1,3,3,3
depends,1,3,1,3
inflation,1,3,3,3
recommending,1,3,2,3
carbon,1,3,2,3
political,1,3,3,3
strain,1,3,2,3
sense,1,3,3,3
say,1,3,4,3
cdc,1,3,2,3
pregnancy,1,3,2,3
size,1,3,3,3
suffering,1,3,4,3
says,1,3,5,3
worked,1,3,3,3
latest,1,3,3,3
rate,1,3,5,3
school,1,3,4,3
relatively,1,3,5,3
specific,1,3,3,3
almost,1,3,5,3
babies,1,3,2,3
800,1,3,3,3
light,1,3,4,3
roughly,1,3,3,3
label,1,3,5,3
market,1,3,7,3
laced,1,3,4,3
chemical,1,3,4,3
health,1,3,9,3
experts,1,3,6,3
began,1,3,5,3
far,1,3,5,3
sure,1,3,5,3
cardiac,1,3,3,3
today,1,3,3,3
suffered,1,3,4,3
ray,1,3,2,3
assigned,1,3,3,3
out,1,3,7,3
next,1,3,6,3
spending,1,3,3,3
quarter,1,3,3,3
garlic,1,3,4,3
sized,1,3,2,3
antiviral,1,3,3,3
inadequate,1,3,4,3
pop,1,3,3,3
particular,1,3,4,3
later,1,3,3,3
respond,1,3,2,3
kidney,1,3,3,3
spray,1,3,5,3
missed,1,3,2,3
go,1,3,3,3
contamination,1,3,2,3
directly,1,3,1,3
prostate,1,3,3,3
personality,1,3,1,3
bringing,1,3,2,3
frequency,1,3,1,3
these,1,3,3,3
grim,1,3,2,3
promises,1,3,3,3
entertainment,1,3,2,3
toxicity,1,3,2,3
pressure,1,3,3,3
approach,1,3,3,3
social,1,3,3,3
additional,1,3,2,3
propaganda,1,3,1,3
safety,1,3,3,3
ideal,1,3,3,3
moreover,1,3,1,3
programming,1,3,1,3
stuff,1,3,2,3
spicy,1,3,0,3
gore,1,3,1,3
emotion,1,3,0,3
diuretics,1,3,2,3
depressants,1,3,1,3
adjusting,1,3,0,3
81,1,3,2,3
unknown,1,3,2,3
sunlight,1,3,1,3
pediatric,1,3,2,3
fallout,1,3,1,3
combine,1,3,1,3
radioactivity,1,3,0,3
modest,1,3,2,3
pandemic,1,3,1,3
bird,1,3,1,3
curve,1,3,0,3
antioxidants,1,3,0,3
lidocaine,1,3,0,3
fiction,1,3,1,3
spirituality,1,3,0,3
oak,1,3,0,3
venom,1,3,0,3
angioplasty,1,3,0,3
inhaler,1,3,1,3
praise,1,3,0,3
star,1,3,1,3
360,1,3,0,3
mammography,1,3,1,3
jump,1,3,0,3
boos,1,3,0,3
imagination,1,3,0,3
creativity,1,3,0,3
64,1,3,0,3
adventure,1,3,0,3
christmas,1,3,1,3
revenge,1,3,1,3
heartache,1,3,1,3
pessimism,1,3,0,3
incorrect,1,3,1,3
sizable,1,3,0,3
tamoxifen,1,3,0,3
gardasil,1,3,0,3
dense,1,3,0,3
oregon,1,3,0,3
mayhem,1,3,0,3
900,1,3,0,3
activase,1,3,0,3
leavened,1,3,0,3
pentothal,1,3,0,3
thimerosal,1,3,0,3
microgrammes,1,3,0,3
youk,1,3,0,3
wean,1,3,0,3
05,1,3,0,3
aerial,1,3,0,3
symbolism,1,3,0,3
tranquilizer,1,3,0,3
fastballs,1,3,0,3
clonidine,1,3,0,3
sell,1,3,5,3
fed,1,3,3,3
make,1,3,6,3
most,1,3,7,3
helpful,1,3,5,3
cheap,1,3,5,3
advice,1,3,5,3
somewhat,1,3,3,3
according,1,3,5,3
see,1,3,6,3
approved,1,3,7,3
currently,1,3,5,3
preventive,1,3,5,3
tissue,1,3,3,3
especially,1,3,5,3
newer,1,3,5,3
without,1,3,4,3
mean,1,3,4,3
probably,1,3,4,3
19,1,3,3,3
exact,1,3,3,3
group,1,3,3,3
throw,1,3,3,3
trademark,1,3,3,3
plan,1,3,4,3
pay,1,3,3,3
timing,1,3,2,3
decide,1,3,3,3
timely,1,3,2,3
participants,1,3,2,3
survival,1,3,2,3
salts,1,3,1,3
warned,1,3,2,3
supposed,1,3,3,3
monetary,1,3,3,3
tax,1,3,3,3
anyone,1,3,3,3
chief,1,3,3,3
cortisone,1,3,2,3
therapies,1,3,3,3
useful,1,3,3,3
stopping,1,3,3,3
diagnostic,1,3,1,3
my,1,3,3,3
mystery,1,3,2,3
hatred,1,3,2,3
horror,1,3,1,3
philosophy,1,3,1,3
city,1,3,2,3
boost,1,3,1,3
h5n1,1,3,0,3
76,1,3,0,3
heat,1,3,1,3
humanity,1,3,1,3
bedtime,1,3,2,3
altering,1,3,1,3
hormonal,1,3,0,3
honesty,1,3,0,3
soil,1,3,2,3
holiday,1,3,1,3
mixes,1,3,1,3
misfortune,1,3,1,3
improper,1,3,1,3
comic,1,3,1,3
transmission,1,3,2,3
engineered,1,3,2,3
corp,1,3,1,3
occasionally,1,3,1,3
myth,1,3,2,3
obese,1,3,0,3
game,1,3,2,3
endostatin,1,3,2,3
niacin,1,3,2,3
fits,1,3,2,3
keeps,1,3,2,3
cash,1,3,2,3
angst,1,3,1,3
germany,1,3,2,3
profit,1,3,2,3
fat,1,3,2,3
spice,1,3,1,3
indian,1,3,0,3
system,1,3,2,3
sports,1,3,0,3
reference,1,3,1,3
perhaps,1,3,7,3
kills,1,3,4,3
reducing,1,3,5,3
free,1,3,6,3
making,1,3,6,3
risks,1,3,3,3
euphoria,1,3,1,3
noise,1,3,1,3
ivins,1,3,0,3
acidity,1,3,1,3
median,1,3,1,3
flying,1,3,1,3
measuring,1,3,1,3
boosted,1,3,1,3
multivitamin,1,3,1,3
coupled,1,3,0,3
rap,1,3,0,3
televised,1,3,0,3
fauci,1,3,0,3
unprotected,1,3,1,3
davenport,1,3,1,3
maturity,1,3,0,3
irradiation,1,3,0,3
tolerable,1,3,0,3
hops,1,3,1,3
psychiatrist,1,3,1,3
micro,1,3,1,3
infuse,1,3,0,3
inhaling,1,3,1,3
rejection,1,3,0,3
insecticide,1,3,1,3
generics,1,3,0,3
compost,1,3,0,3
glaxosmithkline,1,3,1,3
transparency,1,3,0,3
trash,1,3,0,3
psychotic,1,3,0,3
psychotherapy,1,3,1,3
suffice,1,3,1,3
satisfaction,1,3,1,3
interferon,1,3,1,3
relationships,1,3,1,3
organisms,1,3,0,3
lung,1,3,4,3
wisdom,1,3,2,3
few,1,3,5,3
diluted,1,3,3,3
power,1,3,3,3
goes,1,3,5,3
switch,1,3,5,3
means,1,3,5,3
family,1,3,5,3
marketing,1,3,2,3
mix,1,3,2,3
here,1,3,5,3
vaccinations,1,3,3,3
dhea,1,3,0,3
candor,1,3,0,3
bitterness,1,3,0,3
conservatism,1,3,0,3
retail,1,3,0,3
repertoire,1,3,0,3
craziness,1,3,0,3
blog,1,3,0,3
schadenfreude,1,3,0,3
fifth,1,3,0,3
acrimony,1,3,0,3
jalapenos,1,3,0,3
immunize,1,3,0,3
autologous,1,3,0,3
sanofi,1,3,0,3
bioport,1,3,0,3
orlistat,1,3,0,3
indoctrination,1,3,0,3
glitz,1,3,0,3
resigning,1,3,0,3
derby,1,3,0,3
odorless,1,3,0,3
bravado,1,3,0,3
methotrexate,1,3,0,3
supplemented,1,3,0,3
scorn,1,3,0,3
pomp,1,3,0,3
sweetness,1,3,0,3
fervor,1,3,0,3
adrenalin,1,3,0,3
farce,1,3,0,3
manure,1,3,0,3
uplift,1,3,0,3
lucentis,1,3,0,3
varicella,1,3,0,3
deprecation,1,3,0,3
siv,1,3,0,3
cred,1,3,0,3
spears,1,3,0,3
lovastatin,1,3,0,3
estimates,1,3,0,3
ramblings,1,3,0,3
stop,1,3,4,3
lead,1,3,4,3
analysis,1,3,3,3
beginning,1,3,4,3
findings,1,3,4,3
manufacturers,1,3,3,3
everyone,1,3,3,3
prolonged,1,3,3,3
safely,1,3,2,3
until,1,3,3,3
recovery,1,3,4,3
organic,1,3,4,3
hour,1,3,2,3
groups,1,3,4,3
late,1,3,4,3
otherwise,1,3,3,3
novartis,1,3,2,3
science,1,3,4,3
already,1,3,4,3
improved,1,3,4,3
viral,1,3,4,3
fold,1,3,2,3
change,1,3,3,3
respect,1,3,3,3
follow,1,3,3,3
faith,1,3,3,3
fair,1,3,2,3
feeling,1,3,3,3
themselves,1,3,3,3
fix,1,3,3,3
allowing,1,3,3,3
history,1,3,3,3
capitalism,1,3,3,3
consistent,1,3,3,3
controversial,1,3,2,3
frequent,1,3,1,3
hypertension,1,3,3,3
federal,1,3,3,3
emergency,1,3,3,3
mistakenly,1,3,1,3
accustomed,1,3,1,3
catch,1,3,3,3
pesticides,1,3,3,3
equally,1,3,2,3
smith,1,3,3,3
starting,1,3,3,3
sound,1,3,3,3
clinics,1,3,3,3
european,1,3,2,3
57,1,3,1,3
sweet,1,3,2,3
permitted,1,3,2,3
decent,1,3,2,3
55,1,3,2,3
units,1,3,1,3
character,1,3,0,3
age,1,3,6,3
several,1,3,5,3
cheaper,1,3,5,3
others,1,3,6,3
volatility,1,3,0,3
agree,1,3,2,3
regulatory,1,3,2,3
omega,1,3,2,3
obama,1,3,2,3
accurately,1,3,0,3
summer,1,3,2,3
washington,1,3,2,3
reaches,1,3,1,3
restraint,1,3,1,3
funding,1,3,2,3
retroviral,1,3,1,3
mention,1,3,1,3
medium,1,3,1,3
asbestos,1,3,1,3
moral,1,3,1,3
pleasant,1,3,1,3
unprecedented,1,3,2,3
euro,1,3,1,3
temper,1,3,1,3
remission,1,3,1,3
length,1,3,1,3
alpha,1,3,1,3
albeit,1,3,1,3
bush,1,3,2,3
determination,1,3,2,3
lifestyle,1,3,1,3
mortal,1,3,1,3
envy,1,3,1,3
sizes,1,3,1,3
dairy,1,3,1,3
camp,1,3,2,3
historical,1,3,0,3
appetite,1,3,0,3
considerable,1,3,1,3
reductions,1,3,1,3
chaos,1,3,1,3
advantage,1,3,2,3
battered,1,3,2,3
failing,1,3,2,3
kind,1,3,2,3
los,1,3,2,3
practical,1,3,2,3
budget,1,3,2,3
fame,1,3,2,3
grade,1,3,1,3
spices,1,3,2,3
cents,1,3,3,3
harm,1,3,4,3
recommendation,1,3,5,3
packs,1,3,3,3
disappointing,1,3,4,3
clinic,1,3,5,3
blues,1,3,5,3
comes,1,3,5,3
buying,1,3,3,3
process,1,3,5,3
season,1,3,4,3
dog,1,3,5,3
14,1,3,3,3
want,1,3,4,3
significant,1,3,5,3
south,1,3,3,3
regardless,1,3,2,3
helped,1,3,4,3
labeling,1,3,3,3
expensive,1,3,4,3
measure,1,3,2,3
continue,1,3,3,3
national,1,3,4,3
girls,1,3,3,3
nation,1,3,3,3
concern,1,3,4,3
site,1,3,3,3
authors,1,3,4,3
soup,1,3,4,3
white,1,3,3,3
announced,1,3,4,3
man,1,3,3,3
loss,1,3,4,3
regulation,1,3,4,3
since,1,3,4,3
phase,1,3,2,3
dramamine,1,3,2,3
dummy,1,3,4,3
under,1,3,4,3
advertising,1,3,4,3
genetic,1,3,3,3
red,1,3,4,3
formula,1,3,3,3
quit,1,3,2,3
yorkers,1,3,1,3
chic,1,3,1,3
delivery,1,3,0,3
momentum,1,3,0,3
jazz,1,3,1,3
baxter,1,3,1,3
relapse,1,3,1,3
visual,1,3,1,3
sauce,1,3,1,3
beam,1,3,0,3
corrections,1,3,1,3
monoxide,1,3,0,3
managerial,1,3,1,3
skills,1,3,1,3
insert,1,3,1,3
thousandth,1,3,1,3
crave,1,3,1,3
inherit,1,3,0,3
brachytherapy,1,3,0,3
ambition,1,3,1,3
slept,1,3,1,3
ambien,1,3,0,3
inoculation,1,3,0,3
heaviest,1,3,1,3
activism,1,3,1,3
permissible,1,3,1,3
craving,1,3,1,3
perchlorate,1,3,1,3
divine,1,3,1,3
allowable,1,3,0,3
effexor,1,3,1,3
tricky,1,3,1,3
clarity,1,3,1,3
tapered,1,3,0,3
dread,1,3,1,3
encouragement,1,3,1,3
youthful,1,3,1,3
sarin,1,3,0,3
intercourse,1,3,0,3
identical,1,3,1,3
gritty,1,3,1,3
immunized,1,3,1,3
sanity,1,3,0,3
grit,1,3,1,3
combines,1,3,1,3
introspection,1,3,0,3
pleasing,1,3,1,3
cent,1,3,1,3
tennis,1,3,1,3
background,1,3,0,3
antipsychotic,1,3,0,3
england,1,3,1,3
intimidation,1,3,1,3
committee,1,3,1,3
multivitamins,1,3,1,3
leukemia,1,3,1,3
adolescents,1,3,1,3
prednisone,1,3,1,3
distrust,1,3,1,3
redemption,1,3,0,3
regimens,1,3,1,3
cisplatin,1,3,0,3
though,1,3,6,3
work,1,3,7,3
sells,1,3,6,3
strength,1,3,5,3
easily,1,3,5,3
concluded,1,3,6,3
protein,1,3,4,3
business,1,3,5,3
waiting,1,3,2,3
survive,1,3,3,3
varies,1,3,1,3
constitutes,1,3,2,3
sympathy,1,3,1,3
information,1,3,3,3
clean,1,3,3,3
tales,1,3,2,3
mothers,1,3,2,3
serve,1,3,3,3
ever,1,3,3,3
tradition,1,3,1,3
missing,1,3,3,3
color,1,3,3,3
aims,1,3,3,3
field,1,3,1,3
involves,1,3,3,3
sooner,1,3,2,3
france,1,3,3,3
soap,1,3,3,3
carries,1,3,3,3
pack,1,3,3,3
actual,1,3,3,3
package,1,3,3,3
depend,1,3,1,3
democracy,1,3,3,3
population,1,3,3,3
degree,1,3,1,3
poured,1,3,2,3
remember,1,3,1,3
correctly,1,3,2,3
relationship,1,3,3,3
pronounced,1,3,1,3
yesterday,1,3,2,3
youngsters,1,3,3,3
racial,1,3,3,3
rain,1,3,2,3
thinking,1,3,3,3
department,1,3,2,3
harmless,1,3,3,3
packaged,1,3,2,3
imf,1,3,3,3
win,1,3,3,3
safest,1,3,3,3
western,1,3,3,3
approximately,1,3,2,3
yushchenko,1,3,0,3
quadruple,1,3,0,3
avonex,1,3,0,3
weirdness,1,3,0,3
mania,1,3,0,3
vitriol,1,3,0,3
strapped,1,3,0,3
bexxar,1,3,0,3
males,1,3,0,3
upped,1,3,0,3
macho,1,3,0,3
longhorns,1,3,0,3
reacted,1,3,0,3
ferrets,1,3,0,3
dioxide,1,3,0,3
unrelenting,1,3,0,3
levity,1,3,0,3
uprising,1,3,0,3
betaferon,1,3,0,3
unpredictability,1,3,0,3
buzz,1,3,0,3
albuterol,1,3,0,3
stinging,1,3,0,3
firefighters,1,3,0,3
assertive,1,3,0,3
ricin,1,3,0,3
solar,1,3,0,3
reruns,1,3,0,3
nalbandian,1,3,0,3
sildenafil,1,3,0,3
plasma,1,3,0,3
morales,1,3,0,3
bombs,1,3,0,3
escalation,1,3,0,3
625,1,3,0,3
knocked,1,3,0,3
resentment,1,3,0,3
ninth,1,3,0,3
mockery,1,3,0,3
ritonavir,1,3,0,3
66,1,3,0,3
skill,1,3,0,3
rousing,1,3,0,3
debate,1,3,0,3
miscalculated,1,3,0,3
millionth,1,3,0,3
milliliter,1,3,0,3
oscar,1,3,0,3
skipped,1,3,0,3
computerized,1,3,0,3
mifepristone,1,3,0,3
mexicans,1,3,0,3
penitentiary,1,3,0,3
sobriety,1,3,0,3
shaq,1,3,0,3
melamine,1,3,0,3
slapstick,1,3,0,3
topped,1,3,0,3
chelsea,1,3,0,3
tenfold,1,3,0,3
capita,1,3,0,3
haldol,1,3,0,3
hydrate,1,3,0,3
tapering,1,3,0,3
inactivated,1,3,0,3
tomography,1,3,0,3
subversive,1,3,0,3
incapacitating,1,3,0,3
ionizing,1,3,0,3
taper,1,3,0,3
goodly,1,3,0,3
indies,1,3,0,3
glory,1,3,0,3
treacle,1,3,0,3
accuracy,1,3,0,3
ghb,1,3,0,3
cautionary,1,3,0,3
carson,1,3,0,3
inoculated,1,3,0,3
caucasians,1,3,0,3
tenofovir,1,3,0,3
fortunate,1,3,0,3
theatricality,1,3,0,3
ketamine,1,3,0,3
thc,1,3,0,3
chiron,1,3,0,3
chilling,1,3,0,3
iu,1,3,0,3
significantly,1,3,7,3
slightly,1,3,3,3
beneficial,1,3,4,3
anything,1,3,4,3
really,1,3,4,3
face,1,3,4,3
ll,1,3,5,3
aid,1,3,4,3
ca,1,3,5,3
simply,1,3,4,3
university,1,3,5,3
important,1,3,4,3
amp,1,3,5,3
ineffective,1,3,3,3
price,1,3,7,3
theory,1,3,7,3
block,1,3,5,3
george,1,3,2,3
violence,1,3,2,3
nighttime,1,3,1,3
initially,1,3,2,3
absorb,1,3,2,3
ate,1,3,2,3
murray,1,3,1,3
serum,1,3,2,3
epa,1,3,2,3
economists,1,3,2,3
surprisingly,1,3,1,3
embarrassment,1,3,2,3
entertaining,1,3,1,3
suspicion,1,3,2,3
ensuring,1,3,1,3
switzerland,1,3,1,3
announcement,1,3,2,3
racism,1,3,2,3
reporting,1,3,2,3
teams,1,3,2,3
policies,1,3,2,3
yellow,1,3,2,3
define,1,3,2,3
deeper,1,3,2,3
cycles,1,3,1,3
dramatically,1,3,2,3
arrogance,1,3,1,3
corrective,1,3,1,3
housing,1,3,2,3
corticosteroid,1,3,1,3
prestige,1,3,2,3
awards,1,3,2,3
dangerously,1,3,2,3
depressed,1,3,2,3
performed,1,3,2,3
changed,1,3,2,3
november,1,3,2,3
induces,1,3,2,3
ocean,1,3,1,3
secondary,1,3,2,3
goodness,1,3,2,3
overwhelming,1,3,2,3
geneva,1,3,1,3
threshold,1,3,1,3
achieved,1,3,2,3
partial,1,3,2,3
participation,1,3,2,3
psychological,1,3,2,3
monitor,1,3,2,3
knicks,1,3,2,3
establish,1,3,2,3
funk,1,3,2,3
complaining,1,3,1,3
media,1,3,2,3
complete,1,3,2,3
learned,1,3,2,3
boy,1,3,2,3
felt,1,3,2,3
fun,1,3,2,3
female,1,3,2,3
unspecified,1,3,2,3
cod,1,3,1,3
football,1,3,2,3
meaningful,1,3,2,3
boosts,1,3,2,3
calories,1,3,2,3
ethics,1,3,2,3
esteem,1,3,2,3
compelling,1,3,2,3
estimate,1,3,2,3
unicef,1,3,2,3
closely,1,3,1,3
colored,1,3,2,3
struggling,1,3,2,3
moisture,1,3,2,3
cooking,1,3,3,3
seem,1,3,4,3
weak,1,3,3,3
teen,1,3,3,3
international,1,3,3,3
bill,1,3,4,3
doubt,1,3,4,3
feel,1,3,4,3
money,1,3,4,3
suggesting,1,3,4,3
trick,1,3,2,3
benefited,1,3,3,3
starts,1,3,3,3
finally,1,3,4,3
modern,1,3,3,3
create,1,3,4,3
program,1,3,4,3
choose,1,3,2,3
nonprescription,1,3,4,3
forget,1,3,2,3
served,1,3,3,3
issue,1,3,4,3
relative,1,3,4,3
consider,1,3,4,3
slowly,1,3,4,3
foods,1,3,3,3
public,1,3,5,3
development,1,3,6,3
whole,1,3,5,3
comparison,1,3,4,3
extract,1,3,5,3
carefully,1,3,5,3
fact,1,3,5,3
meant,1,3,5,3
veteran,1,3,0,3
unbearable,1,3,0,3
exceeding,1,3,1,3
latin,1,3,0,3
film,1,3,0,3
xolair,1,3,0,3
negligible,1,3,1,3
simvastatin,1,3,1,3
escape,1,3,1,3
forecasts,1,3,1,3
ldl,1,3,1,3
neurological,1,3,1,3
flair,1,3,0,3
sheer,1,3,0,3
lehman,1,3,0,3
tennessee,1,3,1,3
midwestern,1,3,0,3
lend,1,3,1,3
smarts,1,3,1,3
leptin,1,3,1,3
vikings,1,3,1,3
sensibility,1,3,0,3
nitrogen,1,3,0,3
hpv,1,3,1,3
threw,1,3,1,3
prostaglandin,1,3,1,3
kid,1,3,1,3
herbicide,1,3,1,3
europeans,1,3,0,3
suppressed,1,3,1,3
insignificant,1,3,0,3
rabies,1,3,1,3
judged,1,3,0,3
language,1,3,1,3
styling,1,3,1,3
vegas,1,3,1,3
unexpectedly,1,3,0,3
finals,1,3,0,3
superman,1,3,0,3
mtv,1,3,0,3
thalidomide,1,3,0,3
reflecting,1,3,1,3
protease,1,3,1,3
interaction,1,3,1,3
instruction,1,3,1,3
shipments,1,3,0,3
modified,1,3,0,3
fared,1,3,1,3
portfolio,1,3,0,3
isaac,1,3,1,3
pen,1,3,1,3
voluntarily,1,3,1,3
featured,1,3,0,3
idealism,1,3,0,3
vu,1,3,1,3
ideology,1,3,0,3
doctrine,1,3,0,3
rivalry,1,3,0,3
taxotere,1,3,0,3
olympics,1,3,1,3
roll,1,3,0,3
grow,1,3,0,3
paxil,1,3,1,3
opponent,1,3,1,3
passengers,1,3,1,3
waves,1,3,0,3
saturated,1,3,1,3
orleans,1,3,0,3
west,1,3,1,3
discussion,1,3,0,3
outdoors,1,3,1,3
grace,1,3,1,3
page,1,3,1,3
fox,1,3,1,3
riley,1,3,0,3
persuasion,1,3,1,3
external,1,3,0,3
resigned,1,3,1,3
television,1,3,1,3
norman,1,3,1,3
lunch,1,3,1,3
decreasing,1,3,1,3
liberally,1,3,0,3
populist,1,3,0,3
defiance,1,3,1,3
dreaded,1,3,1,3
staggering,1,3,1,3
selection,1,3,1,3
polyps,1,3,1,3
teaspoon,1,3,1,3
lime,1,3,1,3
spoon,1,3,0,3
irradiated,1,3,1,3
visitors,1,3,0,3
gumption,1,3,0,3
pneumococcal,1,3,1,3
density,1,3,1,3
downing,1,3,1,3
wish,1,3,1,3
pity,1,3,1,3
lite,1,3,1,3
cranky,1,3,1,3
karma,1,3,0,3
cd,1,3,1,3
bias,1,3,1,3
clemens,1,3,1,3
78,1,3,1,3
amgen,1,3,1,3
capitol,1,3,1,3
checked,1,3,1,3
consistency,1,3,1,3
72,1,3,0,3
cannes,1,3,0,3
adolescent,1,3,0,3
civility,1,3,1,3
accumulate,1,3,0,3
1989,1,3,0,3
authenticity,1,3,1,3
characterized,1,3,1,3
antifreeze,1,3,1,3
comply,1,3,1,3
athletes,1,3,1,3
chiefs,1,3,1,3
bernanke,1,3,1,3
calculations,1,3,1,3
condemned,1,3,1,3
bloodshed,1,3,1,3
bucs,1,3,1,3
carrier,1,3,1,3
boundary,1,3,0,3
brutality,1,3,1,3
sour,1,3,3,3
prescribes,1,3,3,3
euros,1,3,2,3
prior,1,3,2,3
established,1,3,3,3
party,1,3,3,3
check,1,3,3,3
calm,1,3,3,3
targeted,1,3,2,3
menopause,1,3,3,3
intervention,1,3,3,3
switching,1,3,3,3
yeast,1,3,3,3
herself,1,3,3,3
ended,1,3,3,3
heartbreak,1,3,3,3
track,1,3,3,3
egg,1,3,3,3
month,1,3,3,3
california,1,3,3,3
weaker,1,3,2,3
circulation,1,3,3,3
planning,1,3,2,3
religious,1,3,3,3
pound,1,3,2,3
student,1,3,3,3
convinced,1,3,3,3
gas,1,3,2,3
corticosteroids,1,3,2,3
center,1,3,3,3
build,1,3,3,3
africa,1,3,3,3
cover,1,3,3,3
tumors,1,3,2,3
subject,1,3,3,3
vary,1,3,3,3
offense,1,3,3,3
obviously,1,3,3,3
stocks,1,3,2,3
regulators,1,3,2,3
speculation,1,3,3,3
roche,1,3,2,3
moving,1,3,2,3
faced,1,3,2,3
factor,1,3,3,3
factors,1,3,2,3
pre,1,3,3,3
drive,1,3,3,3
baseball,1,3,3,3
complexity,1,3,3,3
onset,1,3,2,3
troubled,1,3,3,3
spirit,1,3,3,3
urban,1,3,3,3
slow,1,3,3,3
bizarre,1,3,3,3
sign,1,3,3,3
immediately,1,3,3,3
estimated,1,3,3,3
warn,1,3,5,3
substantially,1,3,5,3
americans,1,3,5,3
manufacturer,1,3,5,3
allow,1,3,4,3
eye,1,3,5,3
prevented,1,3,4,3
nose,1,3,5,3
noted,1,3,4,3
recently,1,3,4,3
ask,1,3,3,3
journal,1,3,5,3
upon,1,3,6,3
generally,1,3,6,3
particularly,1,3,5,3
industry,1,3,6,3
considering,1,3,6,3
studied,1,3,5,3
disinfectant,1,3,4,3
poor,1,3,4,3
earned,1,3,4,3
nasty,1,3,4,3
nuclear,1,3,3,3
meal,1,3,4,3
dietary,1,3,4,3
source,1,3,4,3
share,1,3,2,3
prepare,1,3,4,3
combining,1,3,4,3
lives,1,3,3,3
lived,1,3,4,3
line,1,3,4,3
advising,1,3,4,3
air,1,3,4,3
1990s,1,3,3,3
precisely,1,3,4,3
latter,1,3,3,3
shorter,1,3,4,3
anger,1,3,4,3
besides,1,3,4,3
childhood,1,3,4,3
rising,1,3,4,3
undergoing,1,3,4,3
else,1,3,4,3
instructions,1,3,4,3
warm,1,3,4,3
putting,1,3,4,3
sector,1,3,2,3
fill,1,3,2,3
serving,1,3,1,3
behavior,1,3,2,3
enjoyed,1,3,1,3
robust,1,3,2,3
parcells,1,3,1,3
english,1,3,1,3
neal,1,3,2,3
vulnerable,1,3,2,3
enter,1,3,2,3
rough,1,3,2,3
escalating,1,3,1,3
discussed,1,3,2,3
contempt,1,3,1,3
wanted,1,3,2,3
entire,1,3,2,3
wild,1,3,2,3
requiring,1,3,2,3
anticancer,1,3,2,3
versus,1,3,2,3
february,1,3,2,3
spanish,1,3,2,3
solved,1,3,2,3
newest,1,3,1,3
sand,1,3,2,3
services,1,3,2,3
2006,1,3,2,3
design,1,3,2,3
nfl,1,3,1,3
education,1,3,2,3
earnings,1,3,1,3
volatile,1,3,2,3
speed,1,3,2,3
diclofenac,1,3,2,3
election,1,3,2,3
passion,1,3,1,3
withstand,1,3,1,3
web,1,3,2,3
devices,1,3,2,3
shakes,1,3,1,3
ego,1,3,2,3
scans,1,3,1,3
digital,1,3,1,3
severely,1,3,2,3
sessions,1,3,2,3
bipartisan,1,3,1,3
watching,1,3,1,3
duo,1,3,2,3
severity,1,3,2,3
anthony,1,3,2,3
moves,1,3,2,3
procedures,1,3,2,3
hold,1,3,2,3
hype,1,3,2,3
charging,1,3,1,3
ultra,1,3,2,3
angel,1,3,2,3
unable,1,3,2,3
tight,1,3,2,3
mariners,1,3,1,3
marie,1,3,1,3
programs,1,3,2,3
chicago,1,3,2,3
ideally,1,3,2,3
astros,1,3,2,3
jitters,1,3,2,3
born,1,3,2,3
sip,1,3,2,3
surprising,1,3,2,3
realistic,1,3,2,3
healthier,1,3,2,3
handling,1,3,2,3
member,1,3,1,3
predicted,1,3,2,3
civic,1,3,1,3
messages,1,3,1,3
accurate,1,3,2,3
met,1,3,2,3
protectionism,1,3,1,3
catching,1,3,2,3
accept,1,3,2,3
inherited,1,3,2,3
press,1,3,1,3
mercy,1,3,2,3
counseling,1,3,2,3
inflicted,1,3,1,3
mexico,1,3,2,3
twins,1,3,1,3
prisoner,1,3,2,3
job,1,3,2,3
intolerance,1,3,2,3
audience,1,3,1,3
dancing,1,3,2,3
intriguing,1,3,1,3
cosmic,1,3,2,3
incorrectly,1,3,2,3
inappropriate,1,3,1,3
tune,1,3,2,3
stars,1,3,1,3
abc,1,3,2,3
lessons,1,3,2,3
openness,1,3,2,3
relevant,1,3,1,3
tour,1,3,2,3
listeners,1,3,2,3
adjusted,1,3,1,3
delayed,1,3,1,3
funny,1,3,1,3
peanuts,1,3,2,3
front,1,3,2,3
fright,1,3,2,3
urinary,1,3,2,3
remarkably,1,3,2,3
talking,1,3,1,3
luxury,1,3,2,3
plutonium,1,3,2,3
machines,1,3,1,3
theme,1,3,2,3
genentech,1,3,1,3
gloom,1,3,1,3
refers,1,3,1,3
reflection,1,3,1,3
oseltamivir,1,3,2,3
tpa,1,3,1,3
reforms,1,3,2,3
standards,1,3,1,3
osteoporosis,1,3,2,3
selenium,1,3,1,3
credibility,1,3,1,3
lightning,1,3,1,3
